Temperature,N_2,N_4,N_8,N_16,N_0
0.2564102564102564,-3.7484011150793752,-0.2739302077528373,0.003977276371378099,0.02256581766411777,0.023827791172710694
0.25,-4.19467476906722,-0.31321224749740323,0.0007436249125748899,0.021816786860115903,0.02324782200623312
0.24390243902439027,-4.67780819270694,-0.3562697246902605,-0.0027307917290000576,0.021080174757330754,0.022699643713918128
0.23809523809523814,-5.199441485306127,-0.40336042862078875,-0.0064701378595595814,0.0203560559815889,0.022181541367561893
0.23255813953488372,-5.761199565956068,-0.45474875270935927,-0.010498333419620795,0.019638920531990654,0.021691944116980378
0.2272727272727273,-6.364691865311519,-0.5107076233206427,-0.014836986758820763,0.018924945945609426,0.02122844822159044
0.2222222222222222,-7.011501116629303,-0.5715193960637959,-0.019512750318943183,0.018214466200297368,0.020789925640317848
0.2173913043478261,-7.7031925081029575,-0.6374723996299992,-0.02454833903328291,0.017500764036683894,0.02037503001862678
0.21276595744680854,-8.44129720255004,-0.7088637036867766,-0.029974992476318563,0.01678364273718665,0.019982299341309587
0.20833333333333334,-9.227325326217892,-0.785997819818261,-0.0358160606543721,0.016057771001458224,0.019611509549170802
0.2040816326530612,-10.062743537664971,-0.869187755060944,-0.04210068588625153,0.01532215747204194,0.01925970342399368
0.2,-10.94899707572335,-0.9587518199812656,-0.048858421745535625,0.014572079814388468,0.018926952991751088
0.19607843137254904,-11.887485318478612,-1.0550164072050154,-0.05611939847137334,0.013805230543596019,0.018612177433468817
0.19230769230769235,-12.879575673006263,-1.1583154386864258,-0.06391653343067469,0.013020653585791516,0.01831378834021267
0.18867924528301888,-13.926593793315464,-1.2689862364771676,-0.07227738569643606,0.012211058188709472,0.018032679666217365
0.18518518518518517,-15.029826191637595,-1.3873780578160633,-0.08124154312615008,0.011375890215898339,0.017765430589439253
0.18181818181818182,-16.190519614135557,-1.513839962227479,-0.0908371419459439,0.010513187702512406,0.01751238748247858
0.17857142857142858,-17.409872984187068,-1.6487307529329562,-0.10110261139191722,0.009616042409092222,0.017274092862829625
0.1754385964912281,-18.689053424707815,-1.7924154555846925,-0.11207538518553246,0.008684311934267705,0.017045395548196302
0.1724137931034483,-20.029173337087848,-1.9452596396977055,-0.12378838159762133,0.00771480882361301,0.01683377110880107
0.1694915254237288,-21.43130543270839,-2.1076383247148813,-0.13628546053939836,0.0067022952237794755,0.01662689267152038
0.16666666666666666,-22.89648833932852,-2.2799312179028135,-0.14960330171068253,0.005641519773518687,0.01643535872432409
0.1639344262295082,-24.42569502751417,-2.462520055777004,-0.16378025577210295,0.004535585901825704,0.016253772566348836
