tau_mid,Energy_Thermodynamic,Energy_Hamiltonian
7.6499999999999995,2212.141746066916,2465.241820274566
7.75,2206.7058086800525,2465.826812838074
7.85,2201.2411903327475,2466.43297243559
7.95,2195.748881740537,2467.0605088222137
8.05,2190.2298674259982,2467.7096304661754
8.15,2184.6851250858754,2468.3805441220047
8.25,2179.1156250593804,2469.0734545025475
8.350000000000001,2173.522329814711,2469.7885639573396
8.450000000000001,2167.9061934651277,2470.526072170265
8.55,2162.2681613480518,2471.28617591497
8.65,2156.6091695755163,2472.0690687641104
8.75,2150.9301447264934,2472.8749409473744
8.850000000000001,2145.2320034380978,2473.7039790811837
8.950000000000001,2139.515652114227,2474.556366020116
9.05,2133.7819866538475,2475.432280719158
9.15,2128.0318921430517,2476.3318980420304
9.25,2122.2662426264255,2477.2553886493056
9.350000000000001,2116.48590093183,2478.202918937762
9.450000000000001,2110.6917183888127,2479.174650844498
9.55,2104.884534722376,2480.1707418448236
9.65,2099.06517784883,2481.191344825315
9.750000000000002,2093.2344637535825,2482.236608042602
9.850000000000001,2087.3931963635605,2483.3066750660623
9.950000000000001,2081.5421674509425,2484.401684747951
10.05,2075.682156522796,2485.521771167339
10.15,2069.8139307268957,2486.6670635837972
10.250000000000002,2063.9382448427014,2487.8376864842717
10.350000000000001,2058.0558412131395,2489.0337595509495
10.450000000000001,2052.1674496439778,2490.255397580905
10.55,2046.2737874718903,2491.5027106013667
10.65,2040.375559506989,2492.7758038260095
10.750000000000002,2034.4734580331713,2494.074777673359
10.850000000000001,2028.5681627711206,2495.3997277319777
10.950000000000001,2022.6603410012876,2496.7507449148015
11.05,2016.7506475005205,2498.12791537852
11.15,2010.839724570868,2499.5313205485904
11.250000000000002,2004.9282021826807,2500.961037280238
11.350000000000001,1999.0166978484249,2502.417137678914
11.450000000000001,1993.1058169096925,2503.8996894291736
11.55,1987.1961523640132,2505.408755543887
11.65,1981.2882851173824,2506.944394640199
11.750000000000002,1975.382783945104,2508.506660844853
11.850000000000001,1969.4802056335966,2510.09560392195
11.950000000000001,1963.5810950214395,2511.711269268701
12.05,1957.685985151246,2513.3536980475837
12.15,1951.7953972686867,2515.0229271188928
12.250000000000002,1945.909841035371,2516.7189892428964
12.350000000000001,1940.0298145306806,2518.4419130073065
12.450000000000001,1934.1558044267128,2520.191722973554
12.55,1928.2882860517211,2521.968439675593
12.65,1922.427723513165,2523.772079692149
12.750000000000002,1916.574569855356,2525.602655761574
12.850000000000001,1910.7292671236403,2527.4601767712566
12.950000000000001,1904.8922464719044,2529.3446478000087
13.05,1899.0639283879175,2531.2560703143276
13.15,1893.2447226744575,2533.1944420384993
13.250000000000002,1887.4350287083432,2535.159757191074
13.350000000000001,1881.6352354700994,2537.1520064139577
13.450000000000001,1875.8457217374437,2539.1711769180406
13.55,1870.0668561827035,2541.2172524983253
13.65,1864.2989975519874,2543.290213657711
13.750000000000002,1858.5424947325696,2545.3900375775456
13.850000000000001,1852.7976869366676,2547.516698244534
13.950000000000001,1847.0649038223307,2549.6701664910906
14.05,1841.3444656742588,2551.850410117013
14.15,1835.6366834504329,2554.0573938248813
14.250000000000002,1829.941859016444,2556.2910794136665
14.350000000000001,1824.2602852578573,2558.5514258037
14.450000000000001,1818.592246182082,2560.8383890453615
14.55,1812.9380171054959,2563.151922446447
14.65,1807.2978647602285,2565.491976586747
14.750000000000002,1801.672047514723,2567.858499493334
14.850000000000001,1796.060815405692,2570.251436548624
14.950000000000001,1790.4644103280896,2572.670730621672
