T,N_2,N_20,N_200
0.31007751937984496,-16.067682554606463,0.0018393986680667986,0.005207833824330028
0.3053435114503817,-17.037378241094395,0.0014160842183814615,0.005053020584378731
0.3007518796992481,-18.04350364366759,0.0009807840090215853,0.004903015783981547
0.2962962962962963,-19.0864365824593,0.0005325291313710086,0.00475762032826596
0.29197080291970806,-20.166533744000247,7.034032563092258e-5,0.00461664741207662
0.28776978417266186,-21.28413112944278,-0.00040677323598743134,0.004479921595330114
0.28368794326241137,-22.439544531834127,-0.000899815074414963,0.004347277961592355
0.2797202797202797,-23.633070038255482,-0.0014098024853259328,0.004218561322044457
0.27586206896551724,-24.864984553075047,-0.0019377675154146415,0.004093625525078451
0.272108843537415,-26.135546338534112,-0.0024847579292811453,0.003972332773578138
0.2684563758389262,-27.44499556941189,-0.003051838081757876,0.003854553009815404
0.26490066225165565,-28.79355489847512,-0.0036400897638003598,0.0037401633676419255
0.26143790849673204,-30.18143002991535,-0.004250612987746741,0.003629047644208849
0.25806451612903225,-31.608810297937836,-0.0048845267559130615,0.0035210958023753976
0.25477707006369427,-33.075869248113925,-0.005542969769713947,0.0034162035583466194
0.25157232704402516,-34.58276521912184,-0.006227101083995671,0.0033142719399015847
