n,mu_Thermo,mu_Ham,mu_Ham_Exact,n_TF,mu_TF
179.0,1.5215847792569548,119.38711542444071,18.999999971129,53.97597597597598,10.389976908098605
180.0,1.5215847769286484,119.38711524175596,19.000000013038516,54.27527527527528,10.418743626244996
181.0,1.5215847687795758,119.38711460236118,18.999999971129,54.57457457457458,10.447431136313813
182.0,1.521584769943729,119.38711469370173,18.99999998509884,54.873873873873876,10.476040089013498
183.0,1.5215847850777209,119.38711588115075,19.00000005029142,55.173173173173176,10.50457112619152
184.0,1.521584790898487,119.38711633786261,18.999999999068677,55.472472472472475,10.533024881002373
185.0,1.5215847792569548,119.38711542444071,18.999999999068677,55.771771771771775,10.561401978071554
186.0,1.5215847792569548,119.38711542444071,19.000000022351742,56.071071071071074,10.589703033655498
187.0,1.5215847734361887,119.38711496772885,18.999999910593033,56.370370370370374,10.617928655797748
188.0,1.5215847757644951,119.38711515041359,19.000000040978193,56.66966966966967,10.646079444481408
189.0,1.521584780421108,119.38711551578308,19.00000001769513,56.96896896896897,10.674155991777909
